Units Sold,Available Books in the shelf,Price,Week,NewYear,MLK,Presidents,GoodFriday,Memorial,Independence,Labor,Thanksgiving,Christmas,BookCode
3015.0,5125.5,13.5217247097844,2019-05-12,0,0,0,0,0,0,0,0,0,22722
2704.0,4110.08,12.8502218934911,2018-05-13,0,0,0,0,0,0,0,0,0,22722
2728.0,3109.92,13.6704545454545,2019-05-19,0,0,0,0,0,0,0,0,0,22722
2538.0,3020.22,12.9464144996059,2018-05-20,0,0,0,0,0,0,0,0,0,22722
2699.0,3103.85,13.5787328640237,2019-05-26,0,0,0,0,0,0,0,0,0,22722
2690.0,4519.2,12.9022304832713,2018-05-27,0,0,0,0,0,0,0,0,0,22722
2660.0,3777.2,13.4484962406015,2019-06-02,0,0,0,0,1,0,0,0,0,22722
2653.0,3475.43,13.0343007915567,2018-06-03,0,0,0,0,1,0,0,0,0,22722
2948.0,4982.12,13.3571913161465,2019-06-09,0,0,0,0,0,0,0,0,0,22722
2745.0,3788.1,13.1220400728597,2018-06-10,0,0,0,0,0,0,0,0,0,22722
2613.0,3841.11,13.6303099885189,2019-06-16,0,0,0,0,0,0,0,0,0,22722
2477.0,2650.39,13.2369802180056,2018-06-17,0,0,0,0,0,0,0,0,0,22722
2795.0,4611.75,13.4808586762075,2019-06-23,0,0,0,0,0,0,0,0,0,22722
2506.0,4159.96,13.1751795690343,2018-06-24,0,0,0,0,0,0,0,0,0,22722
2788.0,4349.28,13.4813486370157,2019-06-30,0,0,0,0,0,0,0,0,0,22722
2593.0,3344.97,13.1816428846895,2018-07-01,0,0,0,0,0,0,0,0,0,22722
2989.0,4214.49,13.2960856473737,2019-07-07,0,0,0,0,0,1,0,0,0,22722
2709.0,3440.43,13.1797711332595,2018-07-08,0,0,0,0,0,1,0,0,0,22722
2912.0,3436.16,12.7805631868131,2017-07-09,0,0,0,0,0,1,0,0,0,22722
2885.0,3288.9,13.2616984402079,2019-07-14,0,0,0,0,0,0,0,0,0,22722
2741.0,3344.02,12.9992703392922,2018-07-15,0,0,0,0,0,0,0,0,0,22722
2915.0,4459.95,12.9725557461406,2017-07-16,0,0,0,0,0,0,0,0,0,22722
2808.0,4324.32,13.4711538461538,2019-07-21,0,0,0,0,0,0,0,0,0,22722
2727.0,4472.28,13.043270993766,2018-07-22,0,0,0,0,0,0,0,0,0,22722
2642.0,3936.58,13.0450416351249,2017-07-23,0,0,0,0,0,0,0,0,0,22722
2793.0,4077.78,13.3361976369495,2019-07-28,0,0,0,0,0,0,0,0,0,22722
2901.0,3974.37,13.0068941744226,2018-07-29,0,0,0,0,0,0,0,0,0,22722
2744.0,3649.52,13.0834548104956,2017-07-30,0,0,0,0,0,0,0,0,0,22722
3067.0,4692.51,13.371698728399,2019-08-04,0,0,0,0,0,0,0,0,0,22722
3243.0,4799.64,12.9195189639222,2018-08-05,0,0,0,0,0,0,0,0,0,22722
3411.0,5150.61,12.6737027264731,2017-08-06,0,0,0,0,0,0,0,0,0,22722
3118.0,3429.8,12.9846055163566,2019-08-11,0,0,0,0,0,0,0,0,0,22722
3080.0,4835.6,12.9107142857142,2018-08-12,0,0,0,0,0,0,0,0,0,22722
3308.0,4995.08,13.0226723095526,2017-08-13,0,0,0,0,0,0,0,0,0,22722
3267.0,4606.47,13.0630547903275,2019-08-18,0,0,0,0,0,0,0,0,0,22722
3224.0,4384.64,12.7918734491315,2018-08-19,0,0,0,0,0,0,0,0,0,22722
3331.0,3697.41,12.9471630141098,2017-08-20,0,0,0,0,0,0,0,0,0,22722
3165.0,5095.65,13.0161137440758,2019-08-25,0,0,0,0,0,0,0,0,0,22722
3563.0,4097.45,12.5717092337917,2018-08-26,0,0,0,0,0,0,0,0,0,22722
3376.0,4186.24,12.5388033175355,2017-08-27,0,0,0,0,0,0,0,0,0,22722
3632.0,5920.16,12.6883259911894,2019-09-01,0,0,0,0,0,0,0,0,0,22722
3880.0,6285.6,12.3474226804123,2018-09-02,0,0,0,0,0,0,0,0,0,22722
3674.0,5364.04,12.4983669025585,2017-09-03,0,0,0,0,0,0,0,0,0,22722
3709.0,5637.68,12.8943111350768,2019-09-08,0,0,0,0,0,0,1,0,0,22722
3818.0,5688.82,12.2737035096909,2018-09-09,0,0,0,0,0,0,1,0,0,22722
3640.0,4295.2,12.4881868131868,2017-09-10,0,0,0,0,0,0,1,0,0,22722
3420.0,5027.4,13.0929824561403,2019-09-15,0,0,0,0,0,0,0,0,0,22722
3829.0,5475.47,12.5225907547662,2018-09-16,0,0,0,0,0,0,0,0,0,22722
3416.0,4133.36,12.5322014051522,2017-09-17,0,0,0,0,0,0,0,0,0,22722
3217.0,3956.91,13.3873173764376,2019-09-22,0,0,0,0,0,0,0,0,0,22722
3534.0,5583.72,12.564233163554,2018-09-23,0,0,0,0,0,0,0,0,0,22722
3277.0,3899.63,12.933780897162,2017-09-24,0,0,0,0,0,0,0,0,0,22722
3168.0,3769.92,13.5268308080808,2019-09-29,0,0,0,0,0,0,0,0,0,22722
3374.0,5330.92,12.7818612922347,2018-09-30,0,0,0,0,0,0,0,0,0,22722
3243.0,3729.45,13.0194264569842,2017-10-01,0,0,0,0,0,0,0,0,0,22722
3598.0,4929.26,13.5233463035019,2019-10-06,0,0,0,0,0,0,0,0,0,22722
3796.0,4479.28,12.6717597471022,2018-10-07,0,0,0,0,0,0,0,0,0,22722
3635.0,6179.5,13.07537826685,2017-10-08,0,0,0,0,0,0,0,0,0,22722
3618.0,5607.9,13.5450525152017,2019-10-13,0,0,0,0,0,0,0,0,0,22722
3429.0,4869.18,13.0761154855643,2018-10-14,0,0,0,0,0,0,0,0,0,22722
3472.0,5208.0,12.9890552995391,2017-10-15,0,0,0,0,0,0,0,0,0,22722
3746.0,6031.06,13.3128670581954,2019-10-20,0,0,0,0,0,0,0,0,0,22722
3450.0,5830.5,13.0405797101449,2018-10-21,0,0,0,0,0,0,0,0,0,22722
3389.0,5117.39,13.0008852168781,2017-10-22,0,0,0,0,0,0,0,0,0,22722
3688.0,4425.6,13.437093275488,2019-10-27,0,0,0,0,0,0,0,0,0,22722
3448.0,5309.92,13.0872969837587,2018-10-28,0,0,0,0,0,0,0,0,0,22722
3518.0,5171.46,12.5395110858442,2017-10-29,0,0,0,0,0,0,0,0,0,22722
3888.0,6220.8,12.7085905349794,2018-11-04,0,0,0,0,0,0,0,0,0,22722
3945.0,5049.6,12.5325728770595,2017-11-05,0,0,0,0,0,0,0,0,0,22722
3861.0,4864.86,12.7239057239057,2018-11-11,0,0,0,0,0,0,0,0,0,22722
4079.0,5343.49,12.4780583476342,2017-11-12,0,0,0,0,0,0,0,0,0,22722
3270.0,4937.7,12.7669724770642,2018-11-18,0,0,0,0,0,0,0,0,0,22722
4020.0,6110.4,12.5544776119402,2017-11-19,0,0,0,0,0,0,0,0,0,22722
3191.0,5073.69,12.9241617047947,2018-11-25,0,0,0,0,0,0,0,1,0,22722
3453.0,5421.21,12.8714161598609,2017-11-26,0,0,0,0,0,0,0,1,0,22722
3472.0,5138.56,13.2710253456221,2018-12-02,0,0,0,0,0,0,0,0,0,22722
3816.0,4235.76,13.1003668763102,2017-12-03,0,0,0,0,0,0,0,0,0,22722
3456.0,3836.16,13.3961226851851,2018-12-09,0,0,0,0,0,0,0,0,0,22722
3996.0,4755.24,13.1011011011011,2017-12-10,0,0,0,0,0,0,0,0,0,22722
3541.0,5276.09,13.2987856537701,2018-12-16,0,0,0,0,0,0,0,0,0,22722
4769.0,6915.05,13.1914447473264,2017-12-17,0,0,0,0,0,0,0,0,0,22722
3707.0,5301.01,13.6549770704073,2018-12-23,0,0,0,0,0,0,0,0,0,22722
5883.0,8471.52,14.0416454190039,2017-12-24,0,0,0,0,0,0,0,0,0,22722
3576.0,4505.76,13.7894295302013,2018-12-30,0,0,0,0,0,0,0,0,1,22722
5451.0,6323.16,14.2619702806824,2017-12-31,0,0,0,0,0,0,0,0,1,22722
3035.0,4795.3,14.5301482701812,2019-01-06,1,0,0,0,0,0,0,0,0,22722
3449.0,4035.33,14.5926355465352,2018-01-07,1,0,0,0,0,0,0,0,0,22722
3023.0,3536.91,14.2358584187892,2019-01-13,0,0,0,0,0,0,0,0,0,22722
3253.0,4391.55,14.7952659083922,2018-01-14,0,0,0,0,0,0,0,0,0,22722
2897.0,4664.17,14.2033137728684,2019-01-20,0,0,0,0,0,0,0,0,0,22722
3129.0,4818.66,14.2598274209012,2018-01-21,0,1,0,0,0,0,0,0,0,22722
2724.0,3704.64,14.2808370044052,2019-01-27,0,1,0,0,0,0,0,0,0,22722
2944.0,4504.32,14.1436820652173,2018-01-28,0,0,0,0,0,0,0,0,0,22722
2773.0,3937.66,13.7381896862603,2019-02-03,0,0,0,0,0,0,0,0,0,22722
3134.0,4920.38,14.1164645820038,2018-02-04,0,0,0,0,0,0,0,0,0,22722
2902.0,3946.72,14.1898690558235,2019-02-10,0,0,0,0,0,0,0,0,0,22722
3298.0,4056.54,13.5991510006064,2018-02-11,0,0,0,0,0,0,0,0,0,22722
2934.0,3256.74,14.3452624403544,2019-02-17,0,0,0,0,0,0,0,0,0,22722
2977.0,4941.82,14.1367148135707,2018-02-18,0,0,0,0,0,0,0,0,0,22722
3181.0,5407.7,13.3973593209682,2019-02-24,0,0,1,0,0,0,0,0,0,22722
2991.0,4905.24,13.9816115011701,2018-02-25,0,0,1,0,0,0,0,0,0,22722
3355.0,4764.1,13.6238450074515,2019-03-03,0,0,0,0,0,0,0,0,0,22722
2988.0,5019.84,14.1154618473895,2018-03-04,0,0,0,0,0,0,0,0,0,22722
3011.0,4365.95,14.1142477582198,2019-03-10,0,0,0,0,0,0,0,0,0,22722
2730.0,3303.3,14.3025641025641,2018-03-11,0,0,0,0,0,0,0,0,0,22722
2726.0,2998.6,14.1357300073367,2019-03-17,0,0,0,0,0,0,0,0,0,22722
2564.0,4025.48,14.2207488299531,2018-03-18,0,0,0,0,0,0,0,0,0,22722
2931.0,3165.48,12.9310815421357,2019-03-24,0,0,0,0,0,0,0,0,0,22722
2531.0,3087.82,14.3555906756222,2018-03-25,0,0,0,0,0,0,0,0,0,22722
2488.0,3831.52,14.4573954983922,2019-03-31,0,0,0,0,0,0,0,0,0,22722
2345.0,3892.7,13.9496801705756,2018-04-01,0,0,0,1,0,0,0,0,0,22722
2518.0,3500.02,14.3121525019857,2019-04-07,0,0,0,0,0,0,0,0,0,22722
2411.0,2941.42,14.0153463293239,2018-04-08,0,0,0,0,0,0,0,0,0,22722
2312.0,3514.24,14.2257785467128,2019-04-14,0,0,0,0,0,0,0,0,0,22722
2238.0,2842.26,13.7944593386952,2018-04-15,0,0,0,0,0,0,0,0,0,22722
2047.0,3438.96,14.7274059599413,2019-04-21,0,0,0,1,0,0,0,0,0,22722
2029.0,2475.38,13.9763430261212,2018-04-22,0,0,0,0,0,0,0,0,0,22722
2032.0,3007.36,14.7475393700787,2019-04-28,0,0,0,0,0,0,0,0,0,22722
1973.0,2979.23,13.9569183983781,2018-04-29,0,0,0,0,0,0,0,0,0,22722
2170.0,2473.8,14.5391705069124,2019-05-05,0,0,0,0,0,0,0,0,0,22722
2132.0,3517.8,13.6768292682926,2018-05-06,0,0,0,0,0,0,0,0,0,22722
2221.0,3087.19,14.3926159387663,2019-05-12,0,0,0,0,0,0,0,0,0,22722
2064.0,3467.52,13.5213178294573,2018-05-13,0,0,0,0,0,0,0,0,0,22722
2125.0,3570.0,14.4621176470588,2019-05-19,0,0,0,0,0,0,0,0,0,22722
1943.0,2992.22,13.6129696345856,2018-05-20,0,0,0,0,0,0,0,0,0,22722
2090.0,2591.6,14.6172248803827,2019-05-26,0,0,0,0,0,0,0,0,0,22722
2081.0,3308.79,13.4666025949062,2018-05-27,0,0,0,0,0,0,0,0,0,22722
2052.0,2667.6,14.4400584795321,2019-06-02,0,0,0,0,1,0,0,0,0,22722
2107.0,3118.36,13.1950640721404,2018-06-03,0,0,0,0,1,0,0,0,0,22722
2116.0,2306.44,14.3308128544423,2019-06-09,0,0,0,0,0,0,0,0,0,22722
1998.0,2497.5,13.4124124124124,2018-06-10,0,0,0,0,0,0,0,0,0,22722
1963.0,2826.72,14.3357106469689,2019-06-16,0,0,0,0,0,0,0,0,0,22722
1909.0,2252.62,13.5390256678889,2018-06-17,0,0,0,0,0,0,0,0,0,22722
2008.0,2188.72,14.1932270916334,2019-06-23,0,0,0,0,0,0,0,0,0,22722
1746.0,1868.22,13.7794959908361,2018-06-24,0,0,0,0,0,0,0,0,0,22722
1990.0,2965.1,14.3110552763819,2019-06-30,0,0,0,0,0,0,0,0,0,22722
1798.0,2157.6,13.8086763070077,2018-07-01,0,0,0,0,0,0,0,0,0,22722
2078.0,2909.2,14.1289701636188,2019-07-07,0,0,0,0,0,1,0,0,0,22722
1879.0,2442.7,13.886641830761,2018-07-08,0,0,0,0,0,1,0,0,0,22722
1876.0,2982.84,14.2947761194029,2017-07-09,0,0,0,0,0,1,0,0,0,22722
2036.0,3461.2,14.4022593320235,2019-07-14,0,0,0,0,0,0,0,0,0,22722
1844.0,2692.24,13.8459869848156,2018-07-15,0,0,0,0,0,0,0,0,0,22722
1832.0,2198.4,14.6331877729257,2017-07-16,0,0,0,0,0,0,0,0,0,22722
2011.0,2855.62,14.2148184982595,2019-07-21,0,0,0,0,0,0,0,0,0,22722
1796.0,2981.36,13.7739420935412,2018-07-22,0,0,0,0,0,0,0,0,0,22722
1787.0,2090.79,14.435366536094,2017-07-23,0,0,0,0,0,0,0,0,0,22722
2113.0,3528.71,14.0530052058684,2019-07-28,0,0,0,0,0,0,0,0,0,22722
1924.0,2674.36,13.6450103950103,2018-07-29,0,0,0,0,0,0,0,0,0,22722
1802.0,2775.08,14.6293007769145,2017-07-30,0,0,0,0,0,0,0,0,0,22722
1988.0,3200.68,14.2771629778672,2019-08-04,0,0,0,0,0,0,0,0,0,22722
2022.0,3053.22,14.0924826904055,2018-08-05,0,0,0,0,0,0,0,0,0,22722
2189.0,3152.16,14.6011877569666,2017-08-06,0,0,0,0,0,0,0,0,0,22722
2179.0,2593.01,14.1665901789811,2019-08-11,0,0,0,0,0,0,0,0,0,22722
2133.0,3540.78,13.6676043131739,2018-08-12,0,0,0,0,0,0,0,0,0,22722
2131.0,2685.06,14.2534021586109,2017-08-13,0,0,0,0,0,0,0,0,0,22722
2107.0,2718.03,14.1532985287138,2019-08-18,0,0,0,0,0,0,0,0,0,22722
2027.0,2432.4,13.7217562900838,2018-08-19,0,0,0,0,0,0,0,0,0,22722
2032.0,3434.08,14.3326771653543,2017-08-20,0,0,0,0,0,0,0,0,0,22722
2157.0,2523.69,13.7185906351414,2019-08-25,0,0,0,0,0,0,0,0,0,22722
2248.0,2922.4,13.1650355871886,2018-08-26,0,0,0,0,0,0,0,0,0,22722
2177.0,2895.41,13.4547542489664,2017-08-27,0,0,0,0,0,0,0,0,0,22722
2495.0,3567.85,13.4432865731462,2019-09-01,0,0,0,0,0,0,0,0,0,22722
2573.0,4116.8,12.8169452001554,2018-09-02,0,0,0,0,0,0,0,0,0,22722
2365.0,2767.05,13.6084566596194,2017-09-03,0,0,0,0,0,0,0,0,0,22722
2311.0,3489.61,13.8437905668541,2019-09-08,0,0,0,0,0,0,1,0,0,22722
2580.0,3096.0,12.8577519379844,2018-09-09,0,0,0,0,0,0,1,0,0,22722
2344.0,3492.56,13.2773037542662,2017-09-10,0,0,0,0,0,0,1,0,0,22722
2265.0,2559.45,13.8450331125827,2019-09-15,0,0,0,0,0,0,0,0,0,22722
2294.0,3808.04,13.1312118570183,2018-09-16,0,0,0,0,0,0,0,0,0,22722
2160.0,2376.0,13.9097222222222,2017-09-17,0,0,0,0,0,0,0,0,0,22722
2056.0,2940.08,14.5544747081712,2019-09-22,0,0,0,0,0,0,0,0,0,22722
2137.0,2329.33,13.5128685072531,2018-09-23,0,0,0,0,0,0,0,0,0,22722
2110.0,2342.1,14.4094786729857,2017-09-24,0,0,0,0,0,0,0,0,0,22722
2402.0,3506.92,13.7127393838467,2019-09-29,0,0,0,0,0,0,0,0,0,22722
2080.0,2537.6,13.7538461538461,2018-09-30,0,0,0,0,0,0,0,0,0,22722
2102.0,2459.34,14.5513796384395,2017-10-01,0,0,0,0,0,0,0,0,0,22722
2294.0,2569.28,14.4263295553618,2019-10-06,0,0,0,0,0,0,0,0,0,22722
2287.0,2813.01,13.9073021425448,2018-10-07,0,0,0,0,0,0,0,0,0,22722
2173.0,2585.87,14.1385181776346,2017-10-08,0,0,0,0,0,0,0,0,0,22722
2324.0,2509.92,14.302495697074,2019-10-13,0,0,0,0,0,0,0,0,0,22722
2117.0,3006.14,14.3641946150212,2018-10-14,0,0,0,0,0,0,0,0,0,22722
2148.0,3415.32,13.9762569832402,2017-10-15,0,0,0,0,0,0,0,0,0,22722
2409.0,3372.6,14.6583644665836,2019-10-20,0,0,0,0,0,0,0,0,0,22722
2097.0,2243.79,14.449690033381,2018-10-21,0,0,0,0,0,0,0,0,0,22722
2053.0,2484.13,14.1320019483682,2017-10-22,0,0,0,0,0,0,0,0,0,22722
2596.0,3219.04,14.4626348228043,2019-10-27,0,0,0,0,0,0,0,0,0,22722
2422.0,3415.02,14.126754748142,2018-10-28,0,0,0,0,0,0,0,0,0,22722
2198.0,2923.34,13.7120109190172,2017-10-29,0,0,0,0,0,0,0,0,0,22722
2362.0,2858.02,13.5546147332768,2018-11-04,0,0,0,0,0,0,0,0,0,22722
2407.0,4019.69,13.5733277939343,2017-11-05,0,0,0,0,0,0,0,0,0,22722
2405.0,3174.6,13.8931392931392,2018-11-11,0,0,0,0,0,0,0,0,0,22722
2542.0,4143.46,13.4087332808811,2017-11-12,0,0,0,0,0,0,0,0,0,22722
2371.0,2845.2,14.0042176296921,2018-11-18,0,0,0,0,0,0,0,0,0,22722
2415.0,3042.9,13.4832298136645,2017-11-19,0,0,0,0,0,0,0,0,0,22722
2313.0,3215.07,14.0172935581495,2018-11-25,0,0,0,0,0,0,0,1,0,22722
2282.0,2943.78,13.987291849255,2017-11-26,0,0,0,0,0,0,0,1,0,22722
2274.0,3297.3,14.2348284960422,2018-12-02,0,0,0,0,0,0,0,0,0,22722
2464.0,3696.0,13.9318181818181,2017-12-03,0,0,0,0,0,0,0,0,0,22722
2295.0,3740.85,14.5315904139433,2018-12-09,0,0,0,0,0,0,0,0,0,22722
2428.0,3787.68,14.0242998352553,2017-12-10,0,0,0,0,0,0,0,0,0,22722
2284.0,3791.44,14.3196147110332,2018-12-16,0,0,0,0,0,0,0,0,0,22722
2588.0,3079.72,14.1707882534775,2017-12-17,0,0,0,0,0,0,0,0,0,22722
2537.0,3298.1,14.8900275916436,2018-12-23,0,0,0,0,0,0,0,0,0,22722
2735.0,3364.05,14.8965265082266,2017-12-24,0,0,0,0,0,0,0,0,0,22722
2441.0,3148.89,15.4502253174928,2018-12-30,0,0,0,0,0,0,0,0,1,22722
2954.0,4726.4,15.1391333784698,2017-12-31,0,0,0,0,0,0,0,0,1,22722
9842.0,16436.14,13.2638691322901,2019-01-06,1,0,0,0,0,0,0,0,0,22722
11464.0,16852.08,12.6929518492672,2018-01-07,1,0,0,0,0,0,0,0,0,22722
10251.0,11276.1,13.0694566383767,2019-01-13,0,0,0,0,0,0,0,0,0,22722
12420.0,13910.4,13.2155394524959,2018-01-14,0,0,0,0,0,0,0,0,0,22722
9660.0,13717.2,13.1248447204968,2019-01-20,0,0,0,0,0,0,0,0,0,22722
13715.0,16046.55,12.9316077287641,2018-01-21,0,1,0,0,0,0,0,0,0,22722
9532.0,10961.8,13.254616030214,2019-01-27,0,1,0,0,0,0,0,0,0,22722
14908.0,20722.12,13.1700429299704,2018-01-28,0,0,0,0,0,0,0,0,0,22722
11929.0,18489.95,13.0989186017268,2019-02-03,0,0,0,0,0,0,0,0,0,22722
17163.0,25744.5,12.6666084017945,2018-02-04,0,0,0,0,0,0,0,0,0,22722
13830.0,19223.7,13.0498192335502,2019-02-10,0,0,0,0,0,0,0,0,0,22722
15741.0,18731.79,12.3668763102725,2018-02-11,0,0,0,0,0,0,0,0,0,22722
12435.0,19274.25,12.8144752714113,2019-02-17,0,0,0,0,0,0,0,0,0,22722
13880.0,21652.8,12.196469740634,2018-02-18,0,0,0,0,0,0,0,0,0,22722
12253.0,13723.36,12.7554884518077,2019-02-24,0,0,1,0,0,0,0,0,0,22722
12789.0,15986.25,12.0368285245132,2018-02-25,0,0,1,0,0,0,0,0,0,22722
11851.0,18606.07,13.0630326554721,2019-03-03,0,0,0,0,0,0,0,0,0,22722
11109.0,15330.42,12.4404536862003,2018-03-04,0,0,0,0,0,0,0,0,0,22722
10848.0,14861.76,13.300977138643,2019-03-10,0,0,0,0,0,0,0,0,0,22722
9234.0,10249.74,12.9333983105912,2018-03-11,0,0,0,0,0,0,0,0,0,22722
9267.0,14363.85,12.985540088486,2019-03-17,0,0,0,0,0,0,0,0,0,22722
7710.0,13029.9,12.8653696498054,2018-03-18,0,0,0,0,0,0,0,0,0,22722
8483.0,11197.56,12.9786632087704,2019-03-24,0,0,0,0,0,0,0,0,0,22722
7215.0,9523.8,12.5801801801801,2018-03-25,0,0,0,0,0,0,0,0,0,22722
7640.0,12606.0,12.8776178010471,2019-03-31,0,0,0,0,0,0,0,0,0,22722
6806.0,8983.92,12.357625624449,2018-04-01,0,0,0,1,0,0,0,0,0,22722
7648.0,11013.12,12.7123430962343,2019-04-07,0,0,0,0,0,0,0,0,0,22722
7042.0,10281.32,12.1696961090599,2018-04-08,0,0,0,0,0,0,0,0,0,22722
6676.0,11349.2,12.7326243259436,2019-04-14,0,0,0,0,0,0,0,0,0,22722
6738.0,11185.08,12.2273671712674,2018-04-15,0,0,0,0,0,0,0,0,0,22722
6773.0,9143.55,12.8321275653329,2019-04-21,0,0,0,1,0,0,0,0,0,22722
6386.0,7152.32,12.3466958972752,2018-04-22,0,0,0,0,0,0,0,0,0,22722
6227.0,9091.42,13.1002087682672,2019-04-28,0,0,0,0,0,0,0,0,0,22722
6263.0,7954.01,12.3611687689605,2018-04-29,0,0,0,0,0,0,0,0,0,22722
6842.0,11494.56,12.8453668517977,2019-05-05,0,0,0,0,0,0,0,0,0,22722
6922.0,8375.62,12.2403929500144,2018-05-06,0,0,0,0,0,0,0,0,0,22722
6623.0,9139.74,12.8222859731239,2019-05-12,0,0,0,0,0,0,0,0,0,22722
6120.0,9608.4,12.1584967320261,2018-05-13,0,0,0,0,0,0,0,0,0,22722
6419.0,9050.79,12.8632185698706,2019-05-19,0,0,0,0,0,0,0,0,0,22722
6367.0,10505.55,11.8229935605465,2018-05-20,0,0,0,0,0,0,0,0,0,22722
6339.0,8557.65,12.9638744281432,2019-05-26,0,0,0,0,0,0,0,0,0,22722
6097.0,6828.64,11.9968837133016,2018-05-27,0,0,0,0,0,0,0,0,0,22722
6260.0,8826.6,12.6573482428115,2019-06-02,0,0,0,0,1,0,0,0,0,22722
6338.0,9823.9,12.0839381508362,2018-06-03,0,0,0,0,1,0,0,0,0,22722
6774.0,7993.32,12.7288160614112,2019-06-09,0,0,0,0,0,0,0,0,0,22722
6180.0,9393.6,11.9985436893203,2018-06-10,0,0,0,0,0,0,0,0,0,22722
6173.0,10370.64,12.6692046006803,2019-06-16,0,0,0,0,0,0,0,0,0,22722
5561.0,6395.15,12.23952526524,2018-06-17,0,0,0,0,0,0,0,0,0,22722
5770.0,9635.9,12.5490467937608,2019-06-23,0,0,0,0,0,0,0,0,0,22722
5602.0,9187.28,12.1310246340592,2018-06-24,0,0,0,0,0,0,0,0,0,22722
5584.0,5974.88,12.6919770773638,2019-06-30,0,0,0,0,0,0,0,0,0,22722
5585.0,6813.7,12.2565801253357,2018-07-01,0,0,0,0,0,0,0,0,0,22722
6119.0,10218.73,12.5631639156724,2019-07-07,0,0,0,0,0,1,0,0,0,22722
5852.0,9655.8,12.1541353383458,2018-07-08,0,0,0,0,0,1,0,0,0,22722
5746.0,8044.4,12.1722937695788,2017-07-09,0,0,0,0,0,1,0,0,0,22722
6220.0,8956.8,12.8823151125401,2019-07-14,0,0,0,0,0,0,0,0,0,22722
5907.0,6674.91,12.1186727611308,2018-07-15,0,0,0,0,0,0,0,0,0,22722
5630.0,9120.6,12.0543516873889,2017-07-16,0,0,0,0,0,0,0,0,0,22722
6143.0,7371.6,12.7133322480872,2019-07-21,0,0,0,0,0,0,0,0,0,22722
5921.0,7578.88,12.0658672521533,2018-07-22,0,0,0,0,0,0,0,0,0,22722
5677.0,7096.25,12.15730139158,2017-07-23,0,0,0,0,0,0,0,0,0,22722
6086.0,7729.22,12.7160696680907,2019-07-28,0,0,0,0,0,0,0,0,0,22722
6102.0,9214.02,12.0698131760078,2018-07-29,0,0,0,0,0,0,0,0,0,22722
5576.0,9200.4,12.1375538020086,2017-07-30,0,0,0,0,0,0,0,0,0,22722
6879.0,8186.01,12.7440034888791,2019-08-04,0,0,0,0,0,0,0,0,0,22722
7024.0,10536.0,12.1746867881548,2018-08-05,0,0,0,0,0,0,0,0,0,22722
7099.0,9086.72,12.3573742780673,2017-08-06,0,0,0,0,0,0,0,0,0,22722
6996.0,10633.92,12.6919668381932,2019-08-11,0,0,0,0,0,0,0,0,0,22722
7336.0,8069.6,12.0573882224645,2018-08-12,0,0,0,0,0,0,0,0,0,22722
6832.0,7925.12,12.2037470725995,2017-08-13,0,0,0,0,0,0,0,0,0,22722
7322.0,8639.96,12.7327232996449,2019-08-18,0,0,0,0,0,0,0,0,0,22722
7321.0,8199.52,11.9886627509903,2018-08-19,0,0,0,0,0,0,0,0,0,22722
7366.0,10238.74,12.1453977735541,2017-08-20,0,0,0,0,0,0,0,0,0,22722
7274.0,9237.98,12.499037668408,2019-08-25,0,0,0,0,0,0,0,0,0,22722
7373.0,11870.53,11.7185677471856,2018-08-26,0,0,0,0,0,0,0,0,0,22722
7429.0,10920.63,11.7836855566025,2017-08-27,0,0,0,0,0,0,0,0,0,22722
7703.0,11015.29,12.1539659872776,2019-09-01,0,0,0,0,0,0,0,0,0,22722
8081.0,13737.7,11.5954708575671,2018-09-02,0,0,0,0,0,0,0,0,0,22722
8298.0,11949.12,11.4327548806941,2017-09-03,0,0,0,0,0,0,0,0,0,22722
7812.0,11639.88,12.134280593958,2019-09-08,0,0,0,0,0,0,1,0,0,22722
8180.0,11370.2,11.5156479217603,2018-09-09,0,0,0,0,0,0,1,0,0,22722
7798.0,10683.26,11.6760707873813,2017-09-10,0,0,0,0,0,0,1,0,0,22722
7611.0,11188.17,12.2527920115622,2019-09-15,0,0,0,0,0,0,0,0,0,22722
8223.0,8798.61,11.4515383679922,2018-09-16,0,0,0,0,0,0,0,0,0,22722
7214.0,8007.54,11.7288605489326,2017-09-17,0,0,0,0,0,0,0,0,0,22722
7007.0,9319.31,12.6449265020693,2019-09-22,0,0,0,0,0,0,0,0,0,22722
7794.0,11691.0,11.8832435206569,2018-09-23,0,0,0,0,0,0,0,0,0,22722
6600.0,10032.0,12.1825757575757,2017-09-24,0,0,0,0,0,0,0,0,0,22722
6942.0,7775.04,12.8836070296744,2019-09-29,0,0,0,0,0,0,0,0,0,22722
7172.0,8319.52,12.282208588957,2018-09-30,0,0,0,0,0,0,0,0,0,22722
6485.0,9403.25,12.2878951426368,2017-10-01,0,0,0,0,0,0,0,0,0,22722
7577.0,11744.35,12.9472086577801,2019-10-06,0,0,0,0,0,0,0,0,0,22722
8009.0,8569.63,12.4272693220127,2018-10-07,0,0,0,0,0,0,0,0,0,22722
7087.0,11055.72,12.2261887963877,2017-10-08,0,0,0,0,0,0,0,0,0,22722
7970.0,9643.7,12.8521957340025,2019-10-13,0,0,0,0,0,0,0,0,0,22722
7508.0,9084.68,12.5974960042621,2018-10-14,0,0,0,0,0,0,0,0,0,22722
6518.0,7691.24,12.3924516722921,2017-10-15,0,0,0,0,0,0,0,0,0,22722
